id_emprestimo,id_cliente,valor,taxa_juros,data_contratacao,status
2618,3583,47484,0.034,2021-02-21,inadimplente
2619,1940,23449,0.039,2020-09-27,ativo
2620,455,13443,0.034,2022-08-17,quitado
2621,2160,2354,0.03,2022-11-04,ativo
2622,3539,32941,0.012,2024-01-14,inadimplente
2623,4575,32651,0.05,2020-03-28,inadimplente
2624,1378,3688,0.049,2024-01-05,ativo
2625,4911,46828,0.035,2023-01-12,inadimplente
2626,2312,15572,0.013,2021-02-12,inadimplente
2627,1190,26545,0.025,2020-07-16,quitado
2628,4401,19066,0.032,2023-02-22,ativo
2629,2810,11682,0.042,2021-05-08,ativo
2630,978,8303,0.034,2022-04-05,ativo
2631,2419,30807,0.042,2023-10-08,ativo
2632,1203,2185,0.023,2023-05-15,quitado
2633,58,32198,0.029,2021-07-12,quitado
2634,2282,20416,0.029,2023-11-30,ativo
2635,4357,45492,0.046,2020-10-08,inadimplente
2636,1612,6238,0.028,2020-05-10,quitado
2637,3199,49883,0.013,2023-06-18,inadimplente
2638,2777,48788,0.02,2021-07-11,quitado
2639,3981,26394,0.05,2020-09-27,quitado
2640,1473,17265,0.023,2023-03-26,quitado
2641,23,24809,0.019,2020-01-28,ativo
2642,3149,5828,0.04,2021-09-08,ativo
2643,1063,25508,0.029,2023-02-11,quitado
2644,49,15161,0.046,2022-11-24,quitado
2645,397,22669,0.047,2020-04-16,quitado
2646,1938,3721,0.026,2021-05-03,quitado
2647,69,25311,0.012,2024-02-05,inadimplente
2648,719,43400,0.035,2021-06-28,ativo
2649,4465,39519,0.015,2021-03-19,inadimplente
2650,359,39821,0.015,2020-12-03,ativo
2651,1944,42883,0.011,2022-01-17,ativo
2652,191,40866,0.02,2020-11-19,inadimplente
2653,1639,31151,0.04,2023-03-10,quitado
2654,4895,25029,0.019,2020-08-17,inadimplente
2655,1530,26717,0.012,2023-06-30,inadimplente
2656,4370,29205,0.012,2022-08-07,quitado
2657,4039,20351,0.036,2021-06-11,quitado
2658,4838,9982,0.012,2021-08-08,inadimplente
2659,4562,40647,0.021,2021-08-07,quitado
2660,1845,34672,0.014,2023-02-15,ativo
2661,4597,8915,0.039,2023-05-04,quitado
2662,2850,42238,0.024,2021-03-08,quitado
2663,2319,22638,0.026,2022-04-11,ativo
2664,1376,40132,0.042,2022-01-29,ativo
2665,1011,33330,0.035,2020-04-17,quitado
2666,3338,25896,0.01,2022-04-16,ativo
2667,3441,10144,0.022,2022-05-16,ativo
2668,3668,1687,0.022,2023-08-04,ativo
2669,3454,27614,0.011,2021-02-06,quitado
2670,516,24984,0.03,2020-02-25,ativo
2671,3068,14044,0.037,2020-05-18,quitado
2672,1888,45524,0.039,2020-07-03,quitado
2673,4072,7153,0.023,2020-04-20,quitado
2674,4314,29838,0.033,2022-02-03,ativo
2675,1469,17754,0.022,2021-03-04,ativo
2676,4840,22390,0.022,2023-03-07,quitado
2677,464,47507,0.025,2021-06-25,inadimplente
2678,2994,15011,0.014,2021-10-17,inadimplente
2679,3831,39241,0.012,2024-01-20,quitado
2680,1009,38530,0.047,2020-06-12,inadimplente
2681,4299,42761,0.033,2022-03-25,quitado
2682,2461,48087,0.026,2021-03-15,quitado
2683,2705,26450,0.045,2023-02-08,ativo
2684,1596,22120,0.039,2022-10-10,quitado
2685,4584,31146,0.026,2020-01-15,quitado
2686,3840,4222,0.041,2021-05-12,inadimplente
2687,3918,32067,0.042,2020-06-30,inadimplente
2688,2174,17014,0.044,2023-08-08,ativo
2689,4618,13164,0.017,2023-05-20,quitado
2690,3543,33038,0.02,2021-01-23,ativo
2691,4946,46783,0.029,2023-10-29,ativo
2692,1724,38062,0.05,2022-04-09,quitado
2693,2123,3616,0.017,2023-02-22,ativo
2694,2640,16733,0.041,2022-03-19,quitado
2695,3081,41456,0.044,2023-08-29,ativo
2696,2116,11835,0.028,2021-04-29,inadimplente
2697,1307,15669,0.039,2021-11-23,inadimplente
2698,1153,4062,0.015,2023-11-05,ativo
2699,178,38698,0.014,2023-11-11,ativo
2700,535,28740,0.035,2021-04-11,ativo
2701,4230,19278,0.022,2021-03-11,quitado
2702,4053,44243,0.013,2023-04-25,inadimplente
2703,1224,40852,0.01,2023-10-09,quitado
2704,2715,22042,0.044,2021-11-03,quitado
2705,2803,9312,0.046,2020-04-27,quitado
2706,2651,29601,0.033,2023-06-01,inadimplente
2707,569,14221,0.032,2021-03-28,ativo
2708,242,1247,0.039,2022-03-16,quitado
2709,2015,14988,0.037,2021-01-12,quitado
2710,1234,9407,0.03,2022-08-15,quitado
2711,1789,14353,0.048,2022-04-28,inadimplente
2712,4148,46864,0.048,2022-03-26,quitado
2713,2448,48848,0.029,2022-06-26,ativo
2714,1699,37602,0.024,2021-05-02,quitado
2715,284,22958,0.035,2020-12-13,inadimplente
2716,4125,20938,0.015,2021-08-12,ativo
2717,308,42963,0.029,2023-12-21,quitado
2718,440,9668,0.046,2021-07-07,ativo
2719,3559,32014,0.041,2022-01-21,inadimplente
2720,1369,29051,0.028,2020-10-09,quitado
2721,4663,1158,0.044,2022-05-30,ativo
2722,113,3622,0.02,2022-04-09,ativo
2723,4165,44408,0.049,2023-07-23,quitado
2724,2150,27976,0.039,2021-08-02,inadimplente
2725,3669,18515,0.023,2022-09-21,inadimplente
2726,4803,14688,0.014,2021-03-21,inadimplente
2727,4676,45524,0.029,2023-03-22,inadimplente
2728,2276,40200,0.042,2021-06-11,inadimplente
2729,4146,29000,0.011,2023-06-24,quitado
2730,2569,1931,0.045,2023-05-08,inadimplente
2731,1701,10366,0.043,2022-06-12,quitado
2732,1774,9359,0.015,2021-03-31,inadimplente
2733,2108,25969,0.014,2020-07-25,ativo
2734,4490,39385,0.038,2022-12-28,inadimplente
2735,612,44288,0.045,2020-08-01,quitado
2736,2362,37856,0.047,2021-04-11,quitado
2737,134,1267,0.038,2021-01-08,inadimplente
2738,3690,29635,0.04,2020-11-30,ativo
2739,1582,39769,0.049,2023-12-11,quitado
2740,4078,20672,0.017,2023-07-28,ativo
2741,2794,27063,0.039,2022-10-29,inadimplente
2742,4028,5208,0.044,2022-10-23,inadimplente
2743,1158,9438,0.018,2022-12-12,inadimplente
2744,4474,43528,0.029,2021-11-06,inadimplente
2745,4479,20013,0.013,2022-12-05,ativo
2746,3150,46713,0.013,2024-02-06,ativo
2747,2093,38718,0.036,2022-03-31,quitado
2748,3831,49994,0.049,2023-05-12,inadimplente
2749,2221,26651,0.011,2023-10-23,quitado
2750,4222,29074,0.037,2023-06-30,quitado
2751,4648,26350,0.018,2023-10-21,inadimplente
2752,1978,1242,0.044,2022-06-29,ativo
2753,1650,26884,0.042,2020-04-13,inadimplente
2754,487,38613,0.045,2022-05-04,ativo
2755,3148,27265,0.015,2020-07-21,quitado
2756,2644,24352,0.046,2024-02-09,quitado
2757,4150,27630,0.048,2021-11-07,quitado
2758,4283,27122,0.023,2022-01-04,quitado
2759,2885,7545,0.05,2020-12-18,quitado
2760,3853,29242,0.021,2020-01-15,ativo
2761,3166,35326,0.028,2022-12-03,quitado
2762,4350,9702,0.022,2020-04-27,quitado
2763,585,28179,0.025,2021-06-06,quitado
2764,873,11086,0.017,2021-06-09,quitado
2765,2131,5503,0.041,2023-04-20,inadimplente
2766,3870,20405,0.01,2021-02-17,ativo
2767,4336,27642,0.046,2022-05-22,ativo
2768,4199,16294,0.043,2022-08-20,ativo
2769,521,30663,0.011,2021-05-17,quitado
2770,1590,3987,0.045,2021-09-02,quitado
2771,1261,14904,0.031,2022-04-22,ativo
2772,1421,3963,0.042,2021-11-12,inadimplente
2773,398,36425,0.034,2022-12-31,ativo
2774,250,40892,0.041,2021-07-23,inadimplente
2775,567,14932,0.021,2023-03-30,ativo
2776,4784,29394,0.036,2023-05-28,quitado
2777,4886,32771,0.045,2023-03-25,quitado
2778,1106,18874,0.023,2020-11-09,inadimplente
2779,2202,8177,0.018,2022-03-08,inadimplente
2780,2215,35513,0.011,2021-10-12,ativo
2781,3802,14411,0.024,2022-02-12,inadimplente
2782,4032,20605,0.05,2020-01-30,inadimplente
2783,2637,33654,0.036,2021-04-01,inadimplente
2784,2058,45356,0.011,2021-11-20,inadimplente
2785,4494,3959,0.016,2022-06-04,ativo
2786,1382,48004,0.035,2021-07-07,ativo
2787,363,16287,0.049,2021-12-25,inadimplente
2788,4920,10169,0.023,2021-07-28,inadimplente
2789,144,31713,0.018,2021-10-01,ativo
2790,335,15900,0.014,2022-06-20,inadimplente
2791,3767,31878,0.021,2022-06-13,quitado
2792,2971,40954,0.025,2020-08-20,inadimplente
2793,2530,5370,0.031,2022-05-21,inadimplente
2794,2190,46005,0.031,2020-11-21,ativo
2795,31,33824,0.031,2024-01-22,ativo
2796,4968,21971,0.041,2022-11-30,quitado
2797,4214,19117,0.014,2022-05-10,ativo
2798,2005,43382,0.041,2020-12-10,quitado
2799,256,49288,0.036,2024-01-19,inadimplente
2800,3087,47952,0.035,2021-07-27,ativo
2801,3763,28524,0.044,2021-08-22,inadimplente
2802,1719,7465,0.044,2022-06-27,ativo
2803,21,26162,0.026,2023-04-24,ativo
2804,709,25348,0.014,2022-12-20,ativo
2805,3840,36447,0.03,2021-08-26,ativo
2806,3126,24711,0.043,2023-02-27,quitado
2807,3395,41819,0.032,2020-02-17,quitado
2808,1252,16438,0.015,2024-01-24,ativo
2809,1803,43845,0.029,2022-07-11,inadimplente
2810,4118,38963,0.011,2020-11-06,ativo
2811,1868,31901,0.037,2023-03-19,ativo
2812,295,47427,0.043,2022-05-27,quitado
2813,2235,47823,0.032,2023-07-30,quitado
2814,456,44981,0.046,2021-07-28,quitado
2815,3659,39071,0.023,2021-06-15,ativo
2816,3647,28572,0.03,2021-10-04,ativo
2817,4861,35395,0.013,2023-01-20,inadimplente
2818,326,30650,0.04,2022-08-05,inadimplente
2819,544,24117,0.033,2021-10-18,quitado
2820,4936,4806,0.032,2021-09-11,quitado
2821,4178,40880,0.04,2023-07-08,quitado
2822,1374,27541,0.043,2021-03-06,inadimplente
2823,2160,37077,0.03,2022-04-21,ativo
2824,4302,2497,0.044,2020-02-04,inadimplente
2825,3924,27122,0.013,2021-05-02,inadimplente
2826,3270,45646,0.014,2020-08-22,inadimplente
2827,4937,2825,0.035,2021-11-14,inadimplente
2828,723,36860,0.045,2023-01-24,ativo
2829,1268,38163,0.036,2023-01-10,inadimplente
2830,3171,43969,0.041,2020-07-20,inadimplente
2831,1097,2740,0.036,2022-09-27,ativo
2832,3292,26429,0.039,2023-05-05,ativo
2833,971,4085,0.028,2020-09-27,ativo
2834,3941,10616,0.034,2020-10-21,quitado
2835,4533,40760,0.046,2021-04-03,quitado
2836,4190,44434,0.047,2022-06-13,inadimplente
2837,2489,40811,0.046,2020-04-04,ativo
2838,2591,3899,0.027,2021-11-02,quitado
2839,4187,41251,0.027,2022-11-28,inadimplente
2840,1846,13517,0.024,2023-11-15,quitado
2841,109,32905,0.028,2020-07-26,ativo
2842,1787,7563,0.023,2021-11-27,inadimplente
2843,350,45652,0.044,2021-10-13,quitado
2844,269,24427,0.015,2020-07-10,inadimplente
2845,3920,41492,0.034,2021-03-31,inadimplente
2846,2244,47590,0.043,2021-06-23,ativo
2847,2550,25093,0.049,2023-01-05,ativo
2848,858,6003,0.022,2021-09-23,quitado
2849,422,43690,0.047,2020-07-28,ativo
2850,1859,43478,0.042,2020-04-10,ativo
2851,3282,36111,0.05,2020-08-21,quitado
2852,3224,35984,0.034,2020-03-17,inadimplente
2853,3588,30513,0.035,2023-01-06,ativo
2854,1165,16212,0.036,2021-09-11,inadimplente
2855,2188,24406,0.027,2021-08-20,quitado
2856,3376,32000,0.033,2021-08-23,ativo
2857,1900,28738,0.039,2022-05-25,quitado
2858,178,5351,0.027,2020-10-02,inadimplente
2859,2616,32441,0.019,2022-10-18,inadimplente
2860,1707,8800,0.024,2022-10-17,quitado
2861,3712,47295,0.047,2023-05-16,inadimplente
2862,1207,44420,0.028,2020-08-01,inadimplente
2863,3224,37671,0.041,2021-03-02,inadimplente
2864,310,9959,0.033,2020-06-30,quitado
2865,4582,25136,0.047,2023-09-17,quitado
2866,1341,15861,0.019,2021-09-06,ativo
2867,3080,49259,0.025,2023-01-31,quitado
2868,2084,36228,0.02,2022-06-05,quitado
2869,197,31576,0.046,2021-09-06,quitado
2870,3149,31863,0.038,2022-03-07,ativo
2871,1003,23634,0.04,2023-03-18,quitado
2872,4463,19575,0.036,2023-07-08,quitado
2873,2194,49544,0.047,2023-06-02,ativo
2874,3480,5170,0.028,2021-11-20,ativo
2875,1324,11851,0.013,2023-09-22,ativo
2876,3314,37997,0.032,2023-08-15,quitado
2877,811,15937,0.042,2021-09-06,quitado
2878,3929,26336,0.038,2020-04-29,inadimplente
2879,4840,17721,0.043,2021-02-20,inadimplente
2880,3989,30474,0.022,2020-09-20,inadimplente
2881,1028,36128,0.026,2023-09-22,inadimplente
2882,1978,14191,0.041,2020-02-28,ativo
2883,3480,42577,0.024,2020-03-01,inadimplente
2884,4794,26196,0.038,2021-01-18,ativo
2885,4570,13360,0.027,2022-07-15,quitado
2886,1009,40307,0.04,2022-04-30,quitado
2887,3568,6109,0.01,2021-10-03,inadimplente
2888,3229,16762,0.021,2020-03-06,ativo
2889,1049,9758,0.037,2021-03-26,quitado
2890,4821,36665,0.012,2021-03-03,inadimplente
2891,3586,28746,0.032,2022-05-12,quitado
2892,2934,41448,0.04,2020-07-11,quitado
2893,3706,41256,0.013,2020-11-02,inadimplente
2894,2494,19093,0.043,2020-09-03,quitado
2895,2407,2763,0.035,2021-03-08,ativo
2896,2871,5106,0.028,2022-03-20,quitado
2897,3558,21130,0.016,2022-02-10,ativo
2898,902,37017,0.025,2022-09-29,ativo
2899,3110,15298,0.013,2023-04-12,quitado
2900,3125,41130,0.035,2021-12-30,inadimplente
2901,1294,42901,0.017,2023-11-04,quitado
2902,3078,18216,0.042,2021-09-03,inadimplente
2903,369,2725,0.019,2023-01-26,quitado
2904,21,12724,0.04,2021-11-16,quitado
2905,521,48750,0.039,2021-03-02,quitado
2906,2364,45783,0.02,2023-01-30,quitado
2907,3942,10219,0.017,2023-01-02,ativo
2908,4692,1052,0.022,2021-05-08,ativo
2909,542,17560,0.047,2021-07-19,quitado
2910,686,25496,0.037,2021-08-21,inadimplente
2911,1622,10752,0.024,2020-08-22,quitado
2912,4820,31014,0.031,2022-08-13,inadimplente
2913,2596,15002,0.013,2023-11-10,ativo
2914,2372,1915,0.033,2021-08-07,ativo
2915,3612,33476,0.036,2022-05-20,ativo
2916,4210,13734,0.012,2022-12-18,quitado
2917,4113,4381,0.012,2024-01-20,inadimplente
2918,4391,32485,0.049,2020-06-24,quitado
2919,1689,39161,0.013,2020-07-07,ativo
2920,2050,15997,0.027,2022-12-31,quitado
2921,1400,42373,0.014,2020-01-31,quitado
2922,4494,6086,0.032,2020-07-18,ativo
2923,3321,42344,0.031,2022-05-16,quitado
2924,1056,22670,0.04,2020-04-18,quitado
2925,4489,43709,0.044,2020-10-19,quitado
2926,4737,44027,0.018,2024-01-17,ativo
2927,3050,18254,0.017,2021-02-05,ativo
2928,3312,3178,0.012,2021-02-03,ativo
2929,1516,33912,0.027,2021-11-17,inadimplente
2930,2746,46572,0.011,2021-10-30,ativo
2931,1378,19894,0.04,2020-07-15,quitado
2932,1257,2789,0.026,2022-09-10,ativo
2933,845,21646,0.013,2021-10-16,inadimplente
2934,4824,38118,0.016,2020-07-14,quitado
2935,3477,17374,0.018,2022-11-29,ativo
2936,1055,9892,0.044,2021-07-23,ativo
2937,259,21939,0.019,2023-04-17,ativo
2938,1509,44570,0.017,2022-02-01,quitado
2939,1146,43927,0.011,2023-09-20,inadimplente
2940,380,5949,0.015,2021-03-01,quitado
2941,4377,21102,0.018,2023-03-25,ativo
2942,1577,15930,0.036,2022-01-14,ativo
2943,4236,25827,0.048,2020-08-27,ativo
2944,1297,16942,0.039,2021-06-04,quitado
2945,3373,45516,0.021,2020-09-15,ativo
2946,2493,13168,0.03,2021-09-03,quitado
2947,4993,30013,0.027,2020-01-11,ativo
2948,2161,39250,0.03,2022-05-29,ativo
2949,2193,12394,0.04,2024-02-03,inadimplente
2950,2922,17221,0.027,2022-07-18,inadimplente
2951,3880,41966,0.046,2021-05-11,quitado
2952,4693,37054,0.035,2022-01-08,ativo
2953,3866,16207,0.024,2020-07-07,quitado
2954,1455,26142,0.049,2022-04-07,quitado
2955,2724,37878,0.044,2021-07-01,quitado
2956,3196,11335,0.025,2021-05-19,inadimplente
2957,4186,4970,0.035,2022-05-03,quitado
2958,2459,7896,0.021,2022-01-26,ativo
2959,2042,27497,0.044,2023-11-30,quitado
2960,1305,19909,0.045,2021-07-08,quitado
2961,3558,48164,0.023,2021-04-22,quitado
2962,1708,37778,0.033,2023-11-12,inadimplente
2963,3341,9341,0.04,2023-03-26,inadimplente
2964,2778,17373,0.016,2021-02-18,inadimplente
2965,3181,33365,0.047,2020-11-04,quitado
2966,846,23200,0.029,2020-11-16,inadimplente
2967,3750,43261,0.038,2022-05-06,ativo
2968,4482,15719,0.023,2021-03-11,inadimplente
2969,2348,27923,0.032,2022-10-21,inadimplente
2970,3516,17144,0.037,2020-02-23,quitado
2971,830,26775,0.039,2020-10-28,quitado
2972,4633,31827,0.034,2021-04-29,inadimplente
2973,4985,36807,0.041,2020-06-07,quitado
2974,788,24231,0.044,2023-10-11,inadimplente
2975,683,7652,0.026,2022-11-21,inadimplente
2976,1612,46523,0.028,2020-02-29,ativo
2977,190,33578,0.042,2022-08-28,ativo
2978,3110,4862,0.029,2020-12-06,ativo
2979,782,18948,0.031,2022-05-17,quitado
2980,4538,47634,0.011,2020-10-13,quitado
2981,2254,38607,0.018,2020-09-26,ativo
2982,2339,27098,0.041,2023-04-27,quitado
2983,3622,27008,0.017,2023-08-08,quitado
2984,1181,38889,0.05,2023-07-20,ativo
2985,3184,47041,0.022,2022-04-10,ativo
2986,1567,40180,0.014,2020-10-11,inadimplente
2987,4793,39576,0.035,2021-09-07,ativo
2988,1764,26913,0.043,2021-06-21,inadimplente
2989,655,44762,0.014,2023-08-07,quitado
2990,3140,48094,0.022,2022-07-31,ativo
2991,3359,30589,0.05,2020-02-22,quitado
2992,4512,15692,0.019,2021-03-27,inadimplente
2993,909,3153,0.014,2022-03-08,ativo
2994,1392,23931,0.041,2023-03-15,ativo
2995,931,27303,0.041,2021-05-20,inadimplente
2996,4929,18832,0.039,2020-03-10,ativo
2997,1595,15838,0.019,2021-07-10,ativo
2998,3902,44639,0.027,2022-09-14,inadimplente
2999,1681,45934,0.021,2020-07-24,quitado
3000,374,37919,0.032,2023-11-16,quitado
3001,726,48734,0.012,2020-05-25,quitado
3002,4044,40354,0.019,2020-05-31,quitado
3003,4460,6973,0.014,2020-01-22,quitado
3004,4738,43890,0.038,2023-09-19,inadimplente
3005,681,2632,0.012,2021-09-30,inadimplente
3006,1324,3533,0.016,2023-02-24,quitado
3007,3417,8803,0.026,2023-01-19,ativo
3008,593,41687,0.034,2021-05-19,quitado
3009,1183,8994,0.048,2021-02-14,quitado
3010,4112,49674,0.047,2021-09-11,inadimplente
3011,2140,11219,0.05,2021-03-05,quitado
3012,1618,5894,0.027,2023-11-25,quitado
3013,4633,44994,0.014,2023-04-26,ativo
3014,1683,36621,0.025,2020-06-12,quitado
3015,3937,7480,0.044,2020-06-25,quitado
3016,951,14322,0.045,2023-12-15,ativo
3017,4776,45685,0.022,2020-02-03,ativo
3018,2486,31404,0.037,2020-01-09,ativo
3019,4267,37414,0.042,2020-06-29,quitado
3020,754,8813,0.015,2022-12-28,quitado
3021,2451,21782,0.015,2022-09-19,inadimplente
3022,616,40817,0.019,2022-06-12,quitado
3023,4179,25150,0.03,2021-08-26,quitado
3024,1537,40662,0.013,2023-02-08,ativo
3025,308,42756,0.03,2023-06-12,ativo
3026,3105,9002,0.041,2021-08-09,ativo
3027,2044,43035,0.016,2021-12-14,quitado
3028,393,5989,0.038,2020-06-17,quitado
3029,1785,22724,0.012,2023-05-07,inadimplente
3030,3550,44377,0.017,2020-05-16,quitado
3031,4489,17598,0.043,2021-11-21,ativo
3032,2648,12501,0.04,2022-10-14,inadimplente
3033,2555,5918,0.01,2023-07-20,quitado
3034,2319,32887,0.039,2020-05-13,inadimplente
3035,3822,39256,0.032,2023-12-14,inadimplente
3036,2261,35117,0.031,2022-01-05,quitado
3037,3199,40617,0.021,2023-03-13,inadimplente
3038,1810,4824,0.011,2020-08-05,inadimplente
3039,2792,29356,0.028,2023-09-20,quitado
3040,1706,24961,0.025,2022-10-30,quitado
3041,1194,13073,0.028,2024-01-23,ativo
3042,3733,11227,0.026,2020-09-29,inadimplente
3043,2963,27548,0.025,2021-06-14,quitado
3044,66,32222,0.011,2020-03-28,ativo
3045,2409,43854,0.047,2020-08-15,ativo
3046,42,25777,0.03,2022-05-12,ativo
3047,2136,3655,0.041,2022-11-14,quitado
3048,841,1337,0.01,2023-07-30,quitado
3049,3352,36487,0.034,2023-10-08,quitado
3050,822,32841,0.015,2020-10-15,ativo
3051,3865,27715,0.017,2022-10-24,inadimplente
3052,912,8976,0.024,2023-09-12,ativo
3053,1147,16031,0.016,2020-10-30,ativo
3054,1434,37442,0.016,2020-01-27,inadimplente
3055,2276,31870,0.023,2020-11-14,inadimplente
3056,1578,24456,0.05,2023-04-25,inadimplente
3057,2435,3093,0.01,2020-07-07,ativo
3058,4541,18562,0.028,2020-08-25,ativo
3059,3056,7670,0.038,2021-05-19,quitado
3060,244,21605,0.018,2022-06-26,ativo
3061,1350,43148,0.031,2020-09-25,ativo
3062,3578,19957,0.015,2023-12-05,inadimplente
3063,2945,33071,0.032,2020-03-24,inadimplente
3064,3805,35353,0.02,2020-09-18,inadimplente
3065,141,5770,0.011,2021-09-06,ativo
3066,2357,47680,0.048,2021-05-11,quitado
3067,633,41190,0.023,2020-09-15,inadimplente
3068,784,43977,0.021,2022-08-19,inadimplente
3069,3359,30762,0.022,2023-07-11,ativo
3070,4511,3386,0.017,2023-08-06,inadimplente
3071,4551,40992,0.019,2022-02-28,ativo
3072,2821,33618,0.049,2023-02-19,inadimplente
3073,205,45150,0.05,2022-08-09,inadimplente
3074,4794,8563,0.037,2020-07-18,ativo
3075,3643,17422,0.047,2021-05-05,inadimplente
3076,3298,40076,0.033,2021-10-15,quitado
3077,4527,22178,0.048,2022-10-06,quitado
3078,4853,38497,0.022,2020-02-12,inadimplente
3079,2280,13227,0.033,2020-01-02,quitado
3080,4938,29175,0.033,2020-04-10,inadimplente
3081,2442,24546,0.046,2022-11-30,inadimplente
3082,4451,29124,0.011,2020-05-16,inadimplente
3083,398,26461,0.023,2022-07-30,ativo
3084,1914,30645,0.04,2022-01-30,quitado
3085,355,6439,0.026,2020-10-21,quitado
3086,3395,7110,0.047,2022-05-06,inadimplente
3087,4589,5529,0.022,2023-02-04,ativo
3088,1147,24443,0.019,2020-02-11,inadimplente
3089,2297,13743,0.029,2022-03-27,inadimplente
3090,1317,42952,0.035,2022-03-25,quitado
3091,2207,20745,0.028,2022-10-18,ativo
3092,2647,1599,0.031,2023-10-15,ativo
3093,1970,49755,0.016,2021-05-28,ativo
3094,1742,20757,0.03,2020-03-06,quitado
3095,656,30777,0.038,2021-09-22,ativo
3096,2712,23413,0.02,2022-03-26,inadimplente
3097,885,22471,0.031,2021-10-07,quitado
3098,2309,39335,0.047,2022-02-25,ativo
3099,4088,37903,0.042,2020-01-31,ativo
3100,2274,11783,0.025,2020-05-05,ativo
3101,1745,15524,0.036,2023-06-24,quitado
3102,4914,20078,0.024,2021-03-31,ativo
3103,2640,42945,0.032,2020-10-12,inadimplente
3104,3170,15834,0.012,2020-02-11,ativo
3105,4957,29513,0.026,2023-11-14,inadimplente
3106,4916,6940,0.028,2020-07-22,quitado
3107,2421,11287,0.034,2020-09-25,ativo
3108,2475,6702,0.026,2023-01-14,ativo
3109,977,24539,0.037,2023-04-24,ativo
3110,3327,26064,0.034,2022-08-30,ativo
3111,3246,15502,0.049,2021-12-27,ativo
3112,1765,8937,0.044,2023-04-15,ativo
3113,4097,3959,0.022,2022-01-03,ativo
3114,1516,10910,0.012,2020-07-14,inadimplente
3115,4793,4194,0.014,2021-05-05,inadimplente
3116,1995,14870,0.025,2021-04-07,quitado
3117,4950,32930,0.013,2020-05-06,ativo
3118,477,43344,0.011,2023-12-22,inadimplente
3119,2799,29199,0.014,2020-10-26,ativo
3120,2790,25679,0.039,2023-10-18,quitado
3121,4033,5193,0.031,2022-01-24,quitado
3122,4913,21257,0.01,2022-07-09,inadimplente
3123,1169,15870,0.01,2021-12-05,inadimplente
3124,1780,9959,0.04,2020-06-18,quitado
3125,3840,31505,0.047,2022-12-30,ativo
3126,2334,22725,0.025,2022-06-22,inadimplente
3127,2359,17060,0.028,2020-08-30,inadimplente
3128,2423,24117,0.018,2023-06-12,inadimplente
3129,856,6261,0.037,2022-10-18,quitado
3130,3447,47628,0.027,2020-04-29,quitado
3131,1449,44177,0.029,2022-05-06,ativo
3132,1025,2736,0.041,2020-11-23,inadimplente
3133,709,46894,0.036,2022-09-03,inadimplente
3134,451,27658,0.036,2024-01-17,inadimplente
3135,491,11215,0.015,2020-05-21,inadimplente
3136,933,26610,0.029,2023-01-25,inadimplente
3137,3620,2575,0.025,2022-09-05,inadimplente
3138,3503,14401,0.023,2020-10-04,ativo
3139,1626,45823,0.029,2023-01-09,quitado
3140,4799,11178,0.013,2020-10-09,quitado
3141,4234,48216,0.021,2022-11-15,quitado
3142,3393,15461,0.046,2020-06-20,ativo
3143,2344,10976,0.034,2021-01-29,ativo
3144,329,2895,0.048,2021-05-16,quitado
3145,2758,17099,0.033,2023-01-06,inadimplente
3146,1217,16944,0.038,2020-05-29,ativo
3147,1174,18016,0.027,2023-05-12,inadimplente
3148,4115,25910,0.025,2021-03-03,ativo
3149,3922,36086,0.039,2020-07-30,quitado
3150,4537,14218,0.042,2022-10-14,quitado
3151,2806,38363,0.013,2021-11-29,ativo
3152,4291,10139,0.012,2020-07-20,quitado
3153,249,26417,0.042,2020-12-01,inadimplente
3154,3506,26750,0.022,2022-06-01,quitado
3155,1805,25169,0.013,2020-10-22,quitado
3156,1500,19327,0.023,2021-12-08,ativo
3157,2040,33047,0.048,2022-01-18,inadimplente
3158,3214,21579,0.047,2022-03-01,inadimplente
3159,3845,27917,0.02,2022-06-22,inadimplente
3160,2405,39579,0.027,2020-12-03,quitado
3161,4733,19872,0.038,2020-09-03,ativo
3162,2514,27659,0.035,2021-10-06,ativo
3163,3386,38918,0.015,2023-03-08,quitado
3164,2679,26105,0.031,2021-11-14,ativo
3165,1172,45051,0.012,2022-05-13,ativo
3166,3665,28386,0.038,2021-01-02,inadimplente
3167,1896,49476,0.023,2020-02-14,inadimplente
3168,3612,39293,0.041,2021-06-11,inadimplente
3169,2207,10075,0.013,2023-03-24,ativo
3170,2468,29644,0.045,2023-09-07,quitado
3171,36,13192,0.016,2021-02-05,quitado
3172,4043,31242,0.032,2023-11-13,inadimplente
3173,52,19800,0.046,2022-10-06,inadimplente
3174,4647,31385,0.044,2020-10-07,quitado
3175,953,35062,0.022,2023-09-04,ativo
3176,3760,2587,0.018,2023-08-23,inadimplente
3177,4340,9778,0.014,2022-07-16,inadimplente
3178,1180,16926,0.018,2023-08-14,inadimplente
3179,1279,46443,0.012,2023-03-08,inadimplente
3180,2210,21752,0.013,2022-03-19,quitado
3181,3279,48831,0.028,2022-03-20,ativo
3182,3335,42296,0.019,2020-10-14,inadimplente
3183,3493,14137,0.01,2020-05-17,ativo
3184,1242,2773,0.043,2020-04-10,inadimplente
3185,4244,20148,0.03,2021-07-03,ativo
3186,3177,17588,0.041,2023-01-17,ativo
3187,1677,14927,0.027,2022-07-13,inadimplente
3188,4721,25970,0.011,2022-11-09,ativo
