id_pagamento,id_emprestimo,valor_pago,data_pagamento
1839,4745,4865,2020-11-26
1840,1264,7731,2020-08-02
1841,3401,6472,2021-01-04
1842,4604,5560,2021-09-14
1843,3357,762,2023-05-24
1844,4037,8963,2020-08-25
1845,3591,2425,2020-06-02
1846,1146,676,2021-09-01
1847,1759,9220,2023-06-30
1848,821,1292,2021-04-20
1849,94,9667,2022-10-23
1850,3245,8010,2022-10-26
1851,1801,7456,2021-05-02
1852,143,3466,2022-11-26
1853,1832,5037,2021-10-26
1854,4123,3866,2022-07-09
1855,2963,7089,2023-02-15
1856,8,7736,2020-12-24
1857,4746,241,2022-05-13
1858,3323,5540,2023-03-02
1859,2352,3375,2022-09-14
1860,4007,8036,2020-08-09
1861,2603,4470,2022-08-10
1862,3692,3496,2021-10-13
1863,622,6630,2021-10-28
1864,4891,292,2022-05-01
1865,2217,7174,2023-07-01
1866,4364,8312,2021-10-07
1867,411,5996,2023-04-26
1868,4118,7224,2023-05-30
1869,1021,1152,2021-04-26
1870,2708,3679,2020-12-11
1871,1120,9863,2021-05-27
1872,3461,7074,2021-02-17
1873,2591,4658,2023-03-12
1874,4165,997,2020-08-06
1875,4617,5570,2023-04-23
1876,424,5211,2020-06-29
1877,743,5014,2022-07-31
1878,1001,5368,2023-01-13
1879,107,869,2020-07-23
1880,577,9701,2020-09-22
1881,287,7585,2021-08-04
1882,4253,8497,2022-03-18
1883,2111,6630,2022-11-21
1884,1899,5263,2023-03-14
1885,2319,4197,2022-09-02
1886,4690,4000,2023-08-20
1887,266,9284,2021-12-18
1888,858,3651,2021-01-06
1889,4706,8902,2022-03-14
1890,4713,6392,2023-03-17
1891,555,8779,2021-08-23
1892,1176,1989,2021-07-17
1893,109,5936,2022-01-23
1894,1031,9072,2021-11-01
1895,1435,6073,2020-10-17
1896,849,1618,2023-09-07
1897,343,3416,2022-05-25
1898,4925,5118,2020-06-30
1899,4734,5013,2021-05-07
1900,4731,4831,2020-10-08
1901,1487,5336,2023-08-01
1902,3674,9860,2020-08-14
1903,1870,2485,2021-10-19
1904,4570,9084,2022-12-04
1905,3431,7871,2022-08-07
1906,3525,794,2022-08-03
1907,1355,8778,2023-08-27
1908,2623,1363,2021-07-19
1909,2538,473,2021-08-10
1910,4622,7906,2023-07-02
1911,1785,8945,2023-01-01
1912,2350,4954,2021-07-04
1913,175,8851,2020-12-22
1914,4183,3420,2022-09-13
1915,1957,2839,2023-08-09
1916,1676,7535,2020-06-18
1917,1478,6505,2022-07-23
1918,1986,8552,2021-05-08
1919,37,7931,2021-02-06
1920,2853,5261,2023-07-21
1921,655,9226,2022-03-30
1922,961,3844,2021-09-01
1923,864,1472,2023-01-19
1924,4173,6998,2020-09-24
1925,2795,7371,2022-12-07
1926,3326,7610,2023-03-08
1927,586,9914,2021-03-07
1928,4577,9254,2021-03-04
1929,274,3930,2020-09-29
1930,1279,8894,2022-11-27
1931,2619,7373,2021-12-05
1932,275,6057,2023-03-29
1933,1522,4103,2020-06-27
1934,1714,7042,2020-06-27
1935,3098,7374,2023-02-27
1936,4341,8099,2021-01-13
1937,4872,2981,2021-11-28
1938,4892,7935,2021-05-25
1939,3097,5502,2022-05-01
1940,3813,1250,2021-06-23
1941,3317,4817,2023-08-25
1942,3394,8009,2021-11-12
1943,2978,1752,2022-02-24
1944,2592,3949,2022-12-14
1945,2920,3111,2022-05-29
1946,3633,5122,2022-01-30
1947,4246,8913,2021-03-27
1948,2648,2485,2022-10-07
1949,4945,9595,2020-09-08
1950,922,8729,2022-06-19
1951,854,1887,2021-01-16
1952,2578,7290,2023-02-01
1953,2046,4004,2023-06-18
1954,2821,1421,2022-03-17
1955,3768,7209,2022-01-09
1956,3445,8300,2020-08-15
1957,3017,1187,2022-09-26
1958,4359,351,2023-06-21
1959,1658,8457,2021-08-04
1960,555,9750,2021-09-01
1961,2124,7309,2022-03-25
1962,496,3107,2023-02-19
1963,2622,8541,2022-10-26
1964,423,4273,2022-02-03
1965,2819,6373,2021-07-21
1966,1975,3584,2023-06-12
1967,4736,2669,2021-10-14
1968,2463,6091,2021-03-11
1969,2285,5459,2022-12-13
1970,440,5754,2020-11-05
1971,2596,5725,2023-01-20
1972,4346,2386,2022-09-03
1973,1576,8972,2023-06-19
1974,62,3518,2021-05-07
1975,2207,2581,2023-01-07
1976,727,6385,2021-01-12
1977,4304,6584,2021-04-26
1978,4189,6390,2023-09-01
1979,3791,4311,2023-02-11
1980,3424,3146,2021-08-16
1981,3846,602,2021-08-03
1982,4559,5844,2021-12-24
1983,3847,9379,2022-11-27
1984,1519,6970,2023-05-15
1985,787,9551,2021-06-23
1986,1007,2739,2021-06-02
1987,4686,4796,2020-12-02
1988,1440,3852,2021-03-13
1989,4182,215,2022-08-12
1990,1520,5910,2021-10-06
1991,4750,4307,2020-12-12
1992,4111,6106,2021-12-15
1993,2800,6230,2021-12-22
1994,528,9033,2021-05-03
1995,2608,9027,2023-05-22
1996,1959,1601,2021-11-18
1997,30,1038,2021-09-19
1998,2844,6791,2021-09-04
1999,230,3526,2021-04-21
2000,4138,2668,2022-10-31
2001,3890,3325,2022-03-31
2002,2481,348,2022-02-22
2003,3660,9695,2023-06-25
2004,3116,6102,2022-11-25
2005,822,7189,2023-03-29
2006,4786,7354,2021-03-13
2007,757,3389,2021-03-30
2008,3004,1177,2023-05-11
2009,3423,3028,2023-06-11
2010,3341,8985,2022-03-05
2011,3162,4986,2021-08-05
2012,2442,7380,2022-08-01
2013,415,8782,2023-06-08
2014,1433,3655,2020-07-12
2015,4724,2985,2022-06-11
2016,4460,7398,2021-05-29
2017,4266,9997,2022-01-14
2018,3237,7848,2021-08-12
2019,3219,3629,2020-11-07
2020,3250,3515,2021-10-13
2021,135,9278,2022-01-23
2022,3174,886,2020-12-29
2023,3843,2783,2022-08-17
2024,1248,8623,2020-06-30
2025,1931,3599,2022-09-08
2026,2553,1004,2023-04-22
2027,2327,8385,2021-12-29
2028,4678,1522,2020-12-02
2029,3549,4124,2021-11-03
2030,1824,766,2021-09-12
2031,779,1200,2020-12-18
2032,3181,6951,2021-09-25
2033,3075,7270,2021-06-02
2034,1178,8787,2021-12-14
2035,2973,5412,2022-02-17
2036,593,4953,2020-06-06
2037,4370,5627,2022-12-17
2038,3100,2694,2021-04-30
2039,4710,5967,2020-11-03
2040,853,230,2023-04-14
2041,2558,8835,2022-10-23
2042,654,796,2022-07-24
2043,3397,916,2020-10-02
2044,1497,6581,2020-06-13
2045,2427,7062,2020-07-07
2046,852,7444,2021-11-19
2047,2749,3464,2023-04-13
2048,868,6421,2021-03-02
2049,2559,4745,2020-10-27
2050,196,7022,2022-08-06
2051,4028,9140,2023-06-20
2052,2359,5433,2023-01-20
2053,1810,2616,2020-11-03
2054,3528,5920,2020-09-23
2055,1456,4686,2021-04-10
2056,1733,8798,2023-08-16
2057,1598,5877,2021-11-27
2058,2083,429,2022-12-31
2059,625,1308,2020-07-02
2060,3802,3010,2023-04-23
2061,3071,592,2021-05-12
2062,1998,618,2022-05-10
2063,250,7173,2022-11-06
2064,3642,1744,2021-10-31
2065,4431,5767,2021-09-23
2066,1822,3463,2021-02-05
2067,4093,1520,2021-11-04
2068,3729,9619,2022-03-11
2069,2924,4385,2020-10-14
2070,1399,9422,2023-07-07
2071,1359,4995,2023-08-30
2072,1457,2765,2020-06-12
2073,1474,8517,2023-06-30
2074,592,6041,2021-06-06
2075,390,8539,2022-05-27
2076,1137,2013,2022-11-20
2077,3216,9170,2020-06-08
2078,985,2787,2022-10-03
2079,4975,7246,2021-05-07
2080,2738,945,2022-04-02
2081,468,8018,2021-09-10
2082,1114,4763,2020-10-08
2083,1898,5038,2021-10-02
2084,444,4247,2021-05-12
2085,2994,950,2021-05-11
2086,3985,4305,2022-08-23
2087,1245,4127,2023-07-25
2088,1888,8487,2021-12-29
2089,2423,974,2021-09-19
2090,3948,6638,2022-05-28
2091,2105,3648,2023-09-10
2092,4849,4558,2021-04-13
2093,4606,6038,2023-05-11
2094,157,3330,2021-09-04
2095,216,8764,2022-09-20
2096,2087,1773,2022-01-10
2097,4560,6941,2021-10-17
2098,1049,9879,2020-09-04
2099,4222,5431,2020-07-12
2100,2726,1137,2021-12-10
2101,4188,8319,2021-01-03
2102,2741,9777,2020-07-27
2103,2581,2131,2023-07-16
2104,1027,3663,2023-01-12
2105,4000,2991,2021-01-01
2106,487,1051,2023-02-15
2107,2074,4933,2021-11-09
2108,3855,9578,2021-09-18
2109,4654,1956,2020-10-25
2110,3864,2245,2023-02-18
2111,2060,361,2020-07-31
2112,1642,4397,2022-06-01
2113,3232,8848,2023-03-30
2114,2270,8882,2022-08-21
2115,2700,8175,2021-08-01
2116,3923,5013,2021-12-22
2117,4906,6399,2022-09-08
2118,3089,280,2022-11-24
2119,1107,3790,2022-08-16
2120,3101,1151,2022-01-20
2121,3850,4514,2020-12-30
2122,1213,309,2023-07-19
2123,866,9100,2020-06-04
2124,1581,7349,2023-04-25
2125,4868,3652,2023-03-24
2126,1261,6025,2021-02-27
2127,4371,9794,2021-12-30
2128,39,5215,2021-08-17
2129,4759,4247,2022-06-18
2130,959,6788,2020-07-08
2131,1121,6686,2022-04-04
2132,3958,7427,2022-07-05
2133,1085,7254,2022-10-06
2134,4593,4945,2023-07-20
2135,421,3755,2020-12-20
2136,3501,3416,2022-08-29
2137,3850,8772,2020-10-21
2138,3768,5362,2021-04-03
2139,2144,9268,2020-10-16
2140,2036,5742,2021-10-13
2141,3994,6515,2021-12-01
2142,1284,8640,2021-09-15
2143,1804,387,2021-08-03
2144,2932,4137,2022-06-21
2145,1112,6706,2020-08-25
2146,4276,9003,2022-05-10
2147,1542,3162,2023-07-20
2148,3834,4078,2022-01-16
2149,248,1723,2020-11-20
2150,2081,8209,2022-02-14
2151,3730,5591,2021-12-10
2152,4010,3504,2022-12-08
2153,3795,805,2021-12-17
2154,4821,852,2023-08-24
2155,3417,7717,2023-05-30
2156,556,5279,2022-06-17
2157,3190,5711,2023-08-22
2158,3927,7584,2021-09-21
2159,4994,6506,2020-12-10
2160,257,3486,2021-10-27
2161,174,5821,2023-01-19
2162,1685,6777,2023-06-14
2163,4756,1782,2020-09-13
2164,4251,530,2022-01-22
2165,898,8341,2022-03-05
2166,3517,4753,2021-08-14
2167,260,7962,2021-04-27
2168,853,8438,2023-04-03
2169,3739,7637,2020-10-18
2170,3477,9640,2020-12-24
2171,3172,5447,2023-04-03
2172,3790,3166,2021-09-18
2173,3361,4250,2022-02-22
2174,575,2145,2020-08-05
2175,2161,9015,2022-04-11
2176,3602,9308,2022-10-08
2177,3681,2008,2021-03-25
2178,3155,5568,2023-02-03
2179,1310,9198,2020-10-15
2180,4533,2552,2021-01-27
2181,1362,8237,2023-07-27
2182,4375,8537,2022-06-22
2183,1349,4431,2023-08-27
2184,4772,1248,2022-09-07
2185,212,8880,2022-01-20
2186,819,5896,2023-07-23
2187,2743,6227,2021-07-01
2188,3811,3917,2020-10-05
2189,2279,3714,2022-12-21
2190,3411,3529,2021-02-09
2191,4339,5457,2022-06-25
2192,4633,6811,2023-03-09
2193,179,8278,2021-02-08
2194,3566,4385,2021-11-05
2195,4485,1764,2021-12-07
2196,2503,237,2020-06-10
2197,485,4652,2020-08-14
2198,3642,6255,2022-09-19
2199,370,2641,2021-10-02
2200,1008,1034,2022-10-14
2201,2559,861,2022-11-28
2202,4975,8167,2021-04-22
2203,4787,6935,2023-05-10
2204,1322,3091,2023-07-26
2205,4124,5609,2022-02-16
2206,1261,7629,2021-07-28
2207,2191,4437,2023-02-20
2208,4717,2644,2022-07-08
2209,942,9974,2023-02-09
2210,1597,6934,2022-09-14
2211,2636,4719,2022-11-30
2212,3001,8535,2023-01-02
2213,4590,4187,2023-02-17
2214,549,1180,2022-03-23
2215,1537,9816,2021-03-20
2216,2905,9868,2020-09-21
2217,3524,8319,2022-12-29
2218,987,9346,2022-03-26
2219,1598,6774,2020-06-05
2220,876,7990,2022-01-14
2221,1839,528,2021-11-09
2222,502,2785,2022-05-19
2223,3089,1164,2020-09-04
2224,2405,2181,2021-07-17
2225,816,6901,2022-08-22
2226,4049,7816,2022-05-23
2227,1210,8069,2020-06-02
2228,3587,2010,2021-04-15
2229,3670,9631,2023-01-16
2230,841,7393,2022-10-29
2231,1745,5537,2020-06-19
2232,3363,5043,2021-06-01
2233,3757,2776,2023-08-11
2234,4977,585,2022-01-24
2235,1726,8584,2023-06-27
2236,825,8180,2022-09-12
2237,3784,6714,2021-03-05
2238,1376,7382,2020-08-10
2239,1179,5897,2022-03-01
2240,2020,1377,2022-08-21
2241,1902,9613,2020-10-15
2242,2610,8560,2022-02-23
2243,3449,4668,2023-02-14
2244,1034,5696,2022-10-06
2245,444,4832,2022-07-27
2246,3829,8594,2021-04-19
2247,368,3545,2022-11-10
2248,176,6602,2021-01-07
2249,2624,5949,2020-08-07
2250,1514,6636,2020-10-11
2251,1947,4416,2020-07-31
2252,3861,3909,2020-12-09
2253,1107,2735,2020-09-22
2254,3539,6489,2022-11-17
2255,3568,6851,2022-03-24
2256,2347,269,2022-03-27
2257,1920,3128,2021-12-21
2258,1285,2066,2022-09-22
2259,4631,4747,2021-08-28
2260,2744,3864,2021-05-08
2261,4101,7316,2020-10-29
2262,3821,9213,2020-06-25
2263,2996,9277,2020-10-17
2264,1965,8708,2020-08-05
2265,2728,7623,2021-09-03
2266,1531,2096,2021-09-01
2267,3098,7467,2023-07-18
2268,4589,6505,2022-01-29
2269,2924,5643,2022-07-03
2270,1093,6897,2021-01-12
2271,2583,2152,2020-08-01
2272,3609,382,2022-05-14
2273,2994,8354,2020-06-18
2274,2984,2763,2022-07-05
2275,296,9409,2022-08-26
2276,4355,8272,2021-11-29
2277,2370,1717,2021-02-15
2278,1565,5830,2023-09-07
2279,4475,9855,2022-11-06
2280,1420,5409,2023-07-25
2281,3254,9976,2021-04-05
2282,3270,4238,2022-03-05
2283,3530,608,2020-08-11
2284,3137,3265,2022-04-17
2285,2834,1230,2022-06-20
2286,716,8106,2022-12-02
2287,2976,1437,2023-09-12
2288,1645,7976,2023-05-03
2289,2052,9833,2022-04-17
2290,1785,1296,2021-05-20
2291,3722,3442,2021-11-30
2292,2058,5676,2023-05-22
2293,163,1283,2023-03-06
2294,3467,2813,2021-01-16
2295,1617,4604,2022-10-02
2296,731,6699,2021-12-20
2297,3086,1460,2022-03-18
2298,1219,7270,2022-04-18
2299,2034,2676,2021-03-17
2300,1045,4487,2022-12-08
2301,321,8556,2020-12-12
2302,20,1956,2021-12-05
2303,4326,1971,2021-05-10
2304,4775,7453,2020-10-27
2305,4575,8969,2021-12-11
2306,357,9302,2021-10-28
2307,2018,7530,2022-02-09
2308,4537,2156,2021-03-06
2309,3292,8643,2021-01-12
2310,3994,4291,2020-06-17
2311,117,8739,2020-07-08
2312,2652,8637,2023-06-15
2313,4856,395,2022-04-07
2314,4161,884,2023-06-25
2315,990,4587,2020-07-03
2316,1578,3749,2021-12-31
2317,207,5769,2020-08-08
2318,4530,2040,2020-09-07
2319,2778,6371,2021-08-28
2320,2796,8690,2022-11-02
2321,4845,9871,2020-08-17
2322,1511,1931,2021-09-27
2323,562,1792,2022-09-20
2324,3399,9512,2022-02-12
2325,3425,561,2021-03-08
2326,616,2833,2022-01-17
2327,3524,7540,2022-10-13
2328,2116,2562,2023-04-02
2329,941,2641,2022-05-12
2330,4637,8780,2021-06-25
2331,3249,2800,2020-09-14
2332,3745,4582,2023-04-09
2333,4588,4516,2023-09-11
2334,2630,1426,2021-05-19
2335,3185,273,2023-08-30
2336,1218,207,2021-10-15
2337,1836,1494,2021-11-14
2338,3545,6252,2022-10-03
2339,2900,8317,2021-02-01
2340,3438,6601,2022-05-27
2341,4023,8593,2020-12-15
2342,1730,571,2022-01-06
2343,4708,5858,2020-09-26
2344,2484,4052,2023-03-24
2345,4668,6689,2022-01-17
2346,823,6719,2021-12-07
2347,2882,846,2023-05-19
2348,3159,2562,2023-07-30
2349,2646,3313,2021-02-22
2350,1042,3904,2020-07-18
2351,3865,2620,2021-12-08
2352,4527,8215,2022-07-30
2353,2087,1740,2021-06-17
2354,3386,1817,2021-08-20
2355,4658,6164,2022-06-14
2356,4015,4317,2022-03-19
2357,4458,6702,2021-01-29
2358,4129,418,2022-03-24
2359,4129,3478,2023-08-25
2360,2011,5316,2020-08-14
2361,4245,3792,2022-06-26
2362,2223,4775,2021-03-16
2363,3882,8637,2023-05-23
2364,2891,9450,2023-06-23
2365,4178,2247,2021-05-19
2366,125,7300,2022-07-25
2367,3055,6440,2021-07-07
2368,1457,6269,2022-09-28
2369,1164,7711,2022-11-10
2370,1338,2475,2021-10-05
2371,3395,9028,2021-09-27
2372,680,3051,2023-01-19
2373,2790,3979,2021-11-03
2374,1006,8923,2021-07-27
2375,4976,5842,2022-04-26
2376,3853,9391,2020-08-07
2377,1319,2398,2023-04-19
2378,146,1640,2022-12-18
2379,4073,1521,2020-07-25
2380,3445,2329,2023-07-31
2381,2427,6145,2020-07-07
2382,1094,6533,2023-08-15
2383,2346,4582,2022-12-19
2384,1829,6176,2021-08-12
2385,2274,1764,2021-12-30
2386,2022,1399,2020-08-02
2387,1778,3251,2021-10-02
2388,1014,8860,2022-11-01
2389,3498,7878,2023-08-18
2390,410,7155,2022-10-13
2391,3985,4410,2023-01-20
2392,3950,2424,2020-09-14
2393,800,1502,2020-10-04
2394,2419,225,2023-07-05
2395,1888,8544,2021-10-26
2396,2023,7872,2023-07-18
2397,1421,6659,2020-07-07
2398,696,9149,2022-12-03
2399,3841,7993,2022-05-10
2400,1817,3286,2021-12-31
2401,1168,2383,2022-03-27
2402,1735,9890,2021-09-06
2403,1063,2394,2021-11-23
2404,1050,6099,2023-03-06
2405,3907,7589,2021-06-07
2406,3736,7674,2021-10-30
2407,2967,7505,2022-04-26
2408,393,2900,2021-01-05
2409,4270,8810,2022-05-07
2410,1530,1727,2020-12-22
2411,2310,8823,2022-02-23
2412,3539,770,2021-09-09
2413,3101,3306,2023-05-24
2414,1887,9742,2022-08-21
2415,4377,8214,2023-06-16
2416,4142,5078,2021-05-28
2417,130,4875,2023-01-03
2418,2714,9831,2023-07-23
2419,2021,6237,2023-03-28
2420,4867,5296,2022-12-03
2421,3890,1117,2022-07-26
2422,4721,4204,2021-05-30
2423,4311,5776,2021-10-08
2424,1072,1094,2021-04-04
2425,2599,5287,2022-09-13
2426,666,7076,2023-01-28
2427,4851,4948,2022-09-21
2428,3647,7609,2023-05-12
2429,560,8716,2023-08-11
2430,4234,7319,2021-08-15
2431,3394,1484,2021-09-04
2432,4704,5534,2022-01-17
2433,2688,9797,2021-03-04
2434,530,2080,2023-07-23
2435,2747,7379,2021-05-21
2436,1882,5642,2020-09-14
2437,716,4800,2022-12-31
2438,1752,8299,2023-02-24
2439,4678,7122,2021-03-09
2440,3286,3422,2023-04-01
2441,4780,6410,2022-05-25
2442,2393,9419,2023-03-08
2443,3808,9542,2020-11-23
2444,3922,9276,2021-04-11
2445,1108,533,2020-08-30
2446,4507,2220,2020-07-18
2447,248,1796,2021-11-06
2448,1458,8467,2022-09-14
2449,3410,9967,2020-09-27
2450,3237,3185,2022-03-17
2451,703,5472,2023-02-26
2452,2649,9803,2022-04-28
2453,883,4351,2023-09-07
2454,351,9457,2022-08-24
2455,3648,1808,2020-06-29
2456,4189,329,2020-06-04
2457,2173,5984,2023-04-21
2458,3963,3204,2021-12-11
2459,1284,3058,2023-02-16
2460,2401,9852,2022-08-17
2461,3470,5927,2021-02-19
2462,2437,8658,2021-07-12
2463,368,5857,2021-01-22
2464,3741,2236,2023-09-14
2465,3808,2744,2022-04-11
2466,524,3149,2021-08-19
2467,2098,3569,2021-09-25
2468,2684,4001,2022-11-02
2469,3796,6313,2022-12-04
2470,3966,8354,2022-11-27
2471,1743,4307,2021-02-22
2472,3179,5685,2023-05-26
2473,3950,5486,2020-09-07
2474,1695,1340,2020-06-19
2475,2454,9871,2022-11-14
2476,4910,1709,2021-11-08
2477,9,7905,2023-02-03
2478,615,3187,2023-04-11
2479,245,6965,2020-11-22
2480,4723,9970,2020-08-12
2481,3944,4528,2022-08-17
2482,3220,6955,2023-03-16
2483,2237,7975,2021-04-07
2484,739,7727,2021-02-01
2485,1395,4948,2021-09-15
2486,3017,6590,2022-10-15
2487,4100,4213,2020-09-12
2488,1787,2717,2022-05-15
2489,1616,6538,2023-08-18
2490,3046,2565,2022-06-13
2491,2670,8916,2022-11-30
2492,3111,8221,2021-07-29
2493,2623,372,2023-01-28
2494,4590,1733,2020-09-22
2495,4090,3081,2023-05-07
2496,1835,9954,2022-01-31
2497,3779,6524,2021-12-01
2498,3402,1379,2021-06-11
2499,3104,1644,2021-11-16
2500,4993,3552,2022-09-08
2501,1938,1958,2023-08-18
2502,3235,3084,2022-11-21
2503,2735,6662,2022-02-01
2504,2095,3853,2023-09-02
2505,314,9752,2022-03-15
2506,522,5719,2022-08-15
2507,3285,3766,2020-07-04
2508,506,6653,2021-07-17
2509,3196,2577,2021-01-28
2510,441,6076,2020-11-06
2511,3186,4443,2020-09-24
2512,3649,8562,2023-01-03
2513,455,5122,2023-03-24
2514,886,1681,2021-07-24
2515,2982,3401,2023-02-01
2516,2019,7009,2022-06-18
2517,1312,8109,2021-05-01
2518,4880,5392,2023-09-03
2519,4458,6631,2022-11-20
2520,3775,7881,2020-10-04
2521,2742,6107,2022-02-01
2522,4234,9911,2023-09-11
2523,303,7969,2020-11-30
2524,1493,9830,2022-07-27
2525,4989,1774,2022-03-29
2526,2396,9196,2021-06-10
2527,3918,355,2020-09-10
2528,1043,9602,2021-10-20
2529,1777,1918,2021-08-09
2530,1055,6607,2023-04-10
2531,4686,3395,2023-01-21
2532,2145,7092,2020-07-11
2533,1283,1254,2021-10-25
2534,3560,9129,2023-06-03
2535,2353,1440,2022-06-07
2536,4094,8097,2020-11-19
2537,1110,1304,2023-05-14
2538,2179,3030,2022-07-07
2539,518,9873,2022-05-25
2540,3389,1592,2023-01-25
2541,3570,6173,2022-04-20
2542,4571,2764,2021-04-14
2543,1804,6239,2022-06-11
2544,1063,9158,2022-03-24
2545,4558,8232,2020-07-23
2546,3582,3394,2020-06-12
2547,1240,2622,2023-06-26
2548,1453,3850,2021-09-26
2549,2924,2554,2023-06-18
2550,3595,8836,2023-03-17
2551,851,6336,2021-07-03
2552,2874,6916,2022-02-06
2553,3969,2766,2022-09-19
2554,4312,5275,2023-03-19
2555,2180,6956,2021-12-20
2556,2949,5458,2020-08-09
2557,3727,2672,2023-05-01
2558,2011,1882,2020-06-21
2559,1007,9221,2022-05-25
2560,404,8823,2023-06-24
2561,403,9044,2023-02-09
2562,2590,6804,2022-02-26
2563,2873,618,2022-04-25
2564,4448,2020,2020-06-25
2565,2622,8879,2020-06-22
2566,892,224,2023-07-27
2567,4556,7088,2023-02-22
2568,4871,8258,2021-11-15
2569,2078,8384,2022-11-09
2570,651,9838,2021-08-09
2571,3659,8906,2023-06-28
2572,3497,6375,2021-07-03
2573,3147,5044,2022-08-05
2574,2708,4168,2021-08-24
2575,1917,5120,2022-11-27
2576,3627,4730,2023-08-20
2577,3346,3949,2021-07-12
2578,3929,9656,2021-03-30
2579,1280,7251,2021-05-15
2580,4113,2075,2020-10-31
2581,2826,208,2021-06-07
2582,1791,8144,2022-01-16
2583,1694,9201,2023-03-19
2584,2007,4923,2022-03-04
2585,412,5494,2021-05-04
2586,945,4947,2020-06-18
2587,2618,263,2021-10-31
2588,3877,2339,2022-10-02
2589,217,8034,2023-07-30
2590,3499,2884,2020-11-03
2591,2210,6022,2023-02-22
2592,3694,4070,2022-09-18
2593,3094,463,2023-08-16
2594,4364,5395,2023-09-03
2595,941,9320,2020-12-08
2596,3597,5083,2023-02-18
2597,1900,6571,2022-11-10
2598,2989,3558,2022-11-21
2599,4332,8836,2022-05-18
2600,4293,7579,2022-02-04
2601,4145,9958,2022-05-11
2602,2968,7616,2021-01-25
2603,2005,2055,2023-06-02
2604,2074,4499,2021-11-23
2605,4923,6594,2020-10-11
2606,3565,4183,2023-08-01
2607,2623,3166,2022-04-26
2608,3924,4311,2023-02-03
2609,3906,8119,2021-12-21
2610,1942,7385,2021-04-20
2611,651,2520,2021-08-30
2612,4159,4691,2023-04-22
2613,3729,7480,2022-06-27
2614,3142,1391,2020-11-14
2615,4492,9420,2023-04-30
2616,3843,5641,2022-07-05
2617,4037,9909,2023-06-07
2618,1810,2278,2021-06-19
2619,4872,863,2020-07-29
2620,490,5503,2020-06-26
2621,2619,4896,2022-05-20
2622,929,7378,2021-09-15
2623,3112,5477,2023-07-03
2624,2985,4859,2020-08-06
2625,2643,9494,2020-10-16
2626,4683,3871,2021-12-20
2627,2482,3229,2022-01-16
2628,3349,2259,2023-01-18
2629,845,2407,2021-06-21
2630,4998,4038,2021-10-19
2631,454,6858,2022-04-20
2632,1940,3512,2022-07-02
2633,1596,6236,2023-01-24
2634,2571,9789,2023-06-15
2635,165,9544,2022-08-20
2636,1282,8453,2021-06-16
2637,984,9938,2022-09-05
2638,1,8807,2023-03-01
2639,4589,8208,2022-03-29
2640,3856,8461,2023-07-06
2641,1199,8000,2021-06-25
2642,3810,7161,2021-10-20
2643,389,9833,2023-01-17
2644,3733,3796,2023-09-03
2645,4223,4251,2022-11-13
2646,3153,6948,2020-07-26
2647,4664,8384,2023-08-11
2648,4085,8445,2022-03-30
2649,2745,382,2020-09-22
2650,2395,4745,2022-06-16
2651,380,7469,2021-03-15
2652,4921,6749,2021-04-18
2653,4996,645,2020-11-15
2654,142,7432,2021-09-17
2655,1491,2617,2022-09-07
2656,2914,2620,2022-12-06
2657,4234,2794,2022-05-09
2658,2373,6521,2021-09-30
2659,129,5648,2022-02-14
2660,643,5954,2022-10-20
2661,4095,2183,2020-10-17
2662,3759,7442,2022-03-17
2663,1666,9769,2023-07-04
2664,3624,2896,2021-12-22
2665,2587,9270,2020-12-03
2666,4836,9261,2022-12-30
2667,281,8490,2023-03-23
2668,2492,317,2023-03-11
2669,2698,5367,2021-07-16
2670,4511,236,2022-06-17
2671,1604,6620,2022-04-25
2672,3910,2525,2022-11-13
2673,4273,3754,2022-06-30
2674,273,7629,2020-07-20
2675,2861,1544,2021-06-24
2676,373,6896,2022-09-29
2677,3674,3176,2020-10-11
2678,1053,8961,2021-01-05
2679,2602,6559,2023-06-27
2680,1986,9256,2022-12-09
2681,231,3200,2023-02-16
2682,4266,5665,2021-09-03
2683,3685,9525,2023-07-16
2684,1275,2029,2022-01-13
2685,4699,2995,2022-02-26
2686,692,3848,2023-01-25
2687,848,8055,2021-10-08
2688,21,7181,2021-06-29
2689,4640,779,2023-05-20
2690,3048,8894,2021-08-16
2691,274,6884,2023-07-21
2692,2137,8422,2021-07-24
2693,3483,8652,2021-02-09
2694,3469,7458,2021-04-28
2695,1630,8977,2022-08-18
2696,3487,5704,2022-09-26
2697,377,6738,2023-01-29
2698,3939,6284,2022-05-18
2699,4622,6028,2022-12-07
2700,1995,5559,2022-01-17
2701,824,249,2022-03-15
2702,3621,8087,2021-02-23
2703,2899,395,2022-01-23
2704,321,3130,2022-04-04
2705,4368,8427,2023-06-28
2706,530,622,2023-06-13
2707,2623,5530,2023-05-19
2708,3667,2678,2021-08-07
2709,2807,8136,2023-03-29
2710,2392,6094,2023-01-24
2711,1221,961,2023-05-15
2712,175,2705,2022-01-12
2713,936,468,2022-01-08
2714,702,6259,2020-09-30
2715,3825,5163,2023-09-01
2716,2005,2115,2022-09-10
2717,3105,425,2023-05-08
2718,974,7214,2021-01-21
2719,705,5824,2022-06-22
2720,3133,7355,2020-11-30
2721,1893,4861,2020-07-05
2722,2257,7416,2022-05-31
2723,369,889,2020-08-24
2724,2555,5700,2023-07-06
2725,2465,755,2023-07-10
2726,4811,2457,2021-02-22
